headline,date,stock,Open,High,Low,Close,Volume,Company,sentiment
Amazon revenue falls short of forecasts amid market slowdown,2025-11-26,AMZN,423.9500122070313,426.9400024414063,416.8900146484375,426.5799865722656,63463000,Tesla,0.0
Google launches new product line targeting enterprise customers,2025-11-26,GOOGL,276.70108254872224,279.26868736786383,276.3714044558947,277.29052734375,33431400,Apple,0.13636363636363635
Google launches new product line targeting enterprise customers,2025-11-26,GOOGL,230.7400054931641,231.75,228.7700042724609,229.16000366210935,38497900,Amazon,0.13636363636363635
Google launches new product line targeting enterprise customers,2025-11-26,GOOGL,320.2449508538883,324.0597758686898,316.36024396458464,319.5159606933594,51373400,Google,0.13636363636363635
Google launches new product line targeting enterprise customers,2025-11-26,GOOGL,636.6252677780955,637.2941320349476,630.5753884422047,632.5520629882812,15209500,Meta,0.13636363636363635
Google launches new product line targeting enterprise customers,2025-11-26,GOOGL,485.2025316262965,487.1979770584782,480.1041831621511,484.3943786621094,25709100,Microsoft,0.13636363636363635
Google launches new product line targeting enterprise customers,2025-11-26,GOOGL,181.6100638206842,182.8899220695924,178.22043661727494,180.24020385742188,183852000,Nvidia,0.13636363636363635
Google launches new product line targeting enterprise customers,2025-11-26,GOOGL,423.9500122070313,426.9400024414063,416.8900146484375,426.5799865722656,63463000,Tesla,0.13636363636363635
Google launches new product line targeting enterprise customers,2025-11-26,GOOGL,276.70108254872224,279.26868736786383,276.3714044558947,277.29052734375,33431400,Apple,0.13636363636363635
Google launches new product line targeting enterprise customers,2025-11-26,GOOGL,230.7400054931641,231.75,228.7700042724609,229.16000366210935,38497900,Amazon,0.13636363636363635
Google launches new product line targeting enterprise customers,2025-11-26,GOOGL,320.2449508538883,324.0597758686898,316.36024396458464,319.5159606933594,51373400,Google,0.13636363636363635
Google launches new product line targeting enterprise customers,2025-11-26,GOOGL,636.6252677780955,637.2941320349476,630.5753884422047,632.5520629882812,15209500,Meta,0.13636363636363635
Google launches new product line targeting enterprise customers,2025-11-26,GOOGL,485.2025316262965,487.1979770584782,480.1041831621511,484.3943786621094,25709100,Microsoft,0.13636363636363635
Google launches new product line targeting enterprise customers,2025-11-26,GOOGL,181.6100638206842,182.8899220695924,178.22043661727494,180.24020385742188,183852000,Nvidia,0.13636363636363635
Google launches new product line targeting enterprise customers,2025-11-26,GOOGL,423.9500122070313,426.9400024414063,416.8900146484375,426.5799865722656,63463000,Tesla,0.13636363636363635
Google faces regulatory scrutiny over data privacy concerns,2025-11-26,GOOGL,276.70108254872224,279.26868736786383,276.3714044558947,277.29052734375,33431400,Apple,0.0
Google faces regulatory scrutiny over data privacy concerns,2025-11-26,GOOGL,230.7400054931641,231.75,228.7700042724609,229.16000366210935,38497900,Amazon,0.0
Google faces regulatory scrutiny over data privacy concerns,2025-11-26,GOOGL,320.2449508538883,324.0597758686898,316.36024396458464,319.5159606933594,51373400,Google,0.0
Google faces regulatory scrutiny over data privacy concerns,2025-11-26,GOOGL,636.6252677780955,637.2941320349476,630.5753884422047,632.5520629882812,15209500,Meta,0.0
Google faces regulatory scrutiny over data privacy concerns,2025-11-26,GOOGL,485.2025316262965,487.1979770584782,480.1041831621511,484.3943786621094,25709100,Microsoft,0.0
Google faces regulatory scrutiny over data privacy concerns,2025-11-26,GOOGL,181.6100638206842,182.8899220695924,178.22043661727494,180.24020385742188,183852000,Nvidia,0.0
Google faces regulatory scrutiny over data privacy concerns,2025-11-26,GOOGL,423.9500122070313,426.9400024414063,416.8900146484375,426.5799865722656,63463000,Tesla,0.0
Institutional investors increase stake in Meta,2025-11-26,META,276.70108254872224,279.26868736786383,276.3714044558947,277.29052734375,33431400,Apple,0.0
Institutional investors increase stake in Meta,2025-11-26,META,230.7400054931641,231.75,228.7700042724609,229.16000366210935,38497900,Amazon,0.0
Institutional investors increase stake in Meta,2025-11-26,META,320.2449508538883,324.0597758686898,316.36024396458464,319.5159606933594,51373400,Google,0.0
Institutional investors increase stake in Meta,2025-11-26,META,636.6252677780955,637.2941320349476,630.5753884422047,632.5520629882812,15209500,Meta,0.0
Institutional investors increase stake in Meta,2025-11-26,META,485.2025316262965,487.1979770584782,480.1041831621511,484.3943786621094,25709100,Microsoft,0.0
Institutional investors increase stake in Meta,2025-11-26,META,181.6100638206842,182.8899220695924,178.22043661727494,180.24020385742188,183852000,Nvidia,0.0
Institutional investors increase stake in Meta,2025-11-26,META,423.9500122070313,426.9400024414063,416.8900146484375,426.5799865722656,63463000,Tesla,0.0
Analysts upgrade Meta citing improving fundamentals,2025-11-26,META,276.70108254872224,279.26868736786383,276.3714044558947,277.29052734375,33431400,Apple,0.0
Analysts upgrade Meta citing improving fundamentals,2025-11-26,META,230.7400054931641,231.75,228.7700042724609,229.16000366210935,38497900,Amazon,0.0
Analysts upgrade Meta citing improving fundamentals,2025-11-26,META,320.2449508538883,324.0597758686898,316.36024396458464,319.5159606933594,51373400,Google,0.0
Analysts upgrade Meta citing improving fundamentals,2025-11-26,META,636.6252677780955,637.2941320349476,630.5753884422047,632.5520629882812,15209500,Meta,0.0
Analysts upgrade Meta citing improving fundamentals,2025-11-26,META,485.2025316262965,487.1979770584782,480.1041831621511,484.3943786621094,25709100,Microsoft,0.0
Analysts upgrade Meta citing improving fundamentals,2025-11-26,META,181.6100638206842,182.8899220695924,178.22043661727494,180.24020385742188,183852000,Nvidia,0.0
Analysts upgrade Meta citing improving fundamentals,2025-11-26,META,423.9500122070313,426.9400024414063,416.8900146484375,426.5799865722656,63463000,Tesla,0.0
"Meta reports strong quarterly earnings, beating analyst expectations",2025-11-26,META,276.70108254872224,279.26868736786383,276.3714044558947,277.29052734375,33431400,Apple,0.43333333333333335
"Meta reports strong quarterly earnings, beating analyst expectations",2025-11-26,META,230.7400054931641,231.75,228.7700042724609,229.16000366210935,38497900,Amazon,0.43333333333333335
"Meta reports strong quarterly earnings, beating analyst expectations",2025-11-26,META,320.2449508538883,324.0597758686898,316.36024396458464,319.5159606933594,51373400,Google,0.43333333333333335
"Meta reports strong quarterly earnings, beating analyst expectations",2025-11-26,META,636.6252677780955,637.2941320349476,630.5753884422047,632.5520629882812,15209500,Meta,0.43333333333333335
"Meta reports strong quarterly earnings, beating analyst expectations",2025-11-26,META,485.2025316262965,487.1979770584782,480.1041831621511,484.3943786621094,25709100,Microsoft,0.43333333333333335
"Meta reports strong quarterly earnings, beating analyst expectations",2025-11-26,META,181.6100638206842,182.8899220695924,178.22043661727494,180.24020385742188,183852000,Nvidia,0.43333333333333335
"Meta reports strong quarterly earnings, beating analyst expectations",2025-11-26,META,423.9500122070313,426.9400024414063,416.8900146484375,426.5799865722656,63463000,Tesla,0.43333333333333335
Microsoft beats revenue estimates for the third consecutive quarter,2025-11-26,MSFT,276.70108254872224,279.26868736786383,276.3714044558947,277.29052734375,33431400,Apple,0.0
Microsoft beats revenue estimates for the third consecutive quarter,2025-11-26,MSFT,230.7400054931641,231.75,228.7700042724609,229.16000366210935,38497900,Amazon,0.0
Microsoft beats revenue estimates for the third consecutive quarter,2025-11-26,MSFT,320.2449508538883,324.0597758686898,316.36024396458464,319.5159606933594,51373400,Google,0.0
Microsoft beats revenue estimates for the third consecutive quarter,2025-11-26,MSFT,636.6252677780955,637.2941320349476,630.5753884422047,632.5520629882812,15209500,Meta,0.0
Microsoft beats revenue estimates for the third consecutive quarter,2025-11-26,MSFT,485.2025316262965,487.1979770584782,480.1041831621511,484.3943786621094,25709100,Microsoft,0.0
Microsoft beats revenue estimates for the third consecutive quarter,2025-11-26,MSFT,181.6100638206842,182.8899220695924,178.22043661727494,180.24020385742188,183852000,Nvidia,0.0
Microsoft beats revenue estimates for the third consecutive quarter,2025-11-26,MSFT,423.9500122070313,426.9400024414063,416.8900146484375,426.5799865722656,63463000,Tesla,0.0
Microsoft announces share buyback program worth $5 billion,2025-11-26,MSFT,276.70108254872224,279.26868736786383,276.3714044558947,277.29052734375,33431400,Apple,0.3
Microsoft announces share buyback program worth $5 billion,2025-11-26,MSFT,230.7400054931641,231.75,228.7700042724609,229.16000366210935,38497900,Amazon,0.3
Microsoft announces share buyback program worth $5 billion,2025-11-26,MSFT,320.2449508538883,324.0597758686898,316.36024396458464,319.5159606933594,51373400,Google,0.3
Microsoft announces share buyback program worth $5 billion,2025-11-26,MSFT,636.6252677780955,637.2941320349476,630.5753884422047,632.5520629882812,15209500,Meta,0.3
Microsoft announces share buyback program worth $5 billion,2025-11-26,MSFT,485.2025316262965,487.1979770584782,480.1041831621511,484.3943786621094,25709100,Microsoft,0.3
Microsoft announces share buyback program worth $5 billion,2025-11-26,MSFT,181.6100638206842,182.8899220695924,178.22043661727494,180.24020385742188,183852000,Nvidia,0.3
Microsoft announces share buyback program worth $5 billion,2025-11-26,MSFT,423.9500122070313,426.9400024414063,416.8900146484375,426.5799865722656,63463000,Tesla,0.3
Nvidia raises full-year guidance after strong performance,2025-11-26,NVDA,276.70108254872224,279.26868736786383,276.3714044558947,277.29052734375,33431400,Apple,0.43333333333333335
Nvidia raises full-year guidance after strong performance,2025-11-26,NVDA,230.7400054931641,231.75,228.7700042724609,229.16000366210935,38497900,Amazon,0.43333333333333335
Nvidia raises full-year guidance after strong performance,2025-11-26,NVDA,320.2449508538883,324.0597758686898,316.36024396458464,319.5159606933594,51373400,Google,0.43333333333333335
Nvidia raises full-year guidance after strong performance,2025-11-26,NVDA,636.6252677780955,637.2941320349476,630.5753884422047,632.5520629882812,15209500,Meta,0.43333333333333335
Nvidia raises full-year guidance after strong performance,2025-11-26,NVDA,485.2025316262965,487.1979770584782,480.1041831621511,484.3943786621094,25709100,Microsoft,0.43333333333333335
Nvidia raises full-year guidance after strong performance,2025-11-26,NVDA,181.6100638206842,182.8899220695924,178.22043661727494,180.24020385742188,183852000,Nvidia,0.43333333333333335
Nvidia raises full-year guidance after strong performance,2025-11-26,NVDA,423.9500122070313,426.9400024414063,416.8900146484375,426.5799865722656,63463000,Tesla,0.43333333333333335
Tesla partners with major firm to accelerate AI development,2025-11-26,TSLA,276.70108254872224,279.26868736786383,276.3714044558947,277.29052734375,33431400,Apple,-0.06875
Tesla partners with major firm to accelerate AI development,2025-11-26,TSLA,230.7400054931641,231.75,228.7700042724609,229.16000366210935,38497900,Amazon,-0.06875
Tesla partners with major firm to accelerate AI development,2025-11-26,TSLA,320.2449508538883,324.0597758686898,316.36024396458464,319.5159606933594,51373400,Google,-0.06875
Tesla partners with major firm to accelerate AI development,2025-11-26,TSLA,636.6252677780955,637.2941320349476,630.5753884422047,632.5520629882812,15209500,Meta,-0.06875
Tesla partners with major firm to accelerate AI development,2025-11-26,TSLA,485.2025316262965,487.1979770584782,480.1041831621511,484.3943786621094,25709100,Microsoft,-0.06875
Tesla partners with major firm to accelerate AI development,2025-11-26,TSLA,181.6100638206842,182.8899220695924,178.22043661727494,180.24020385742188,183852000,Nvidia,-0.06875
Tesla partners with major firm to accelerate AI development,2025-11-26,TSLA,423.9500122070313,426.9400024414063,416.8900146484375,426.5799865722656,63463000,Tesla,-0.06875
Tesla raises full-year guidance after strong performance,2025-11-26,TSLA,276.70108254872224,279.26868736786383,276.3714044558947,277.29052734375,33431400,Apple,0.43333333333333335
Tesla raises full-year guidance after strong performance,2025-11-26,TSLA,230.7400054931641,231.75,228.7700042724609,229.16000366210935,38497900,Amazon,0.43333333333333335
Tesla raises full-year guidance after strong performance,2025-11-26,TSLA,320.2449508538883,324.0597758686898,316.36024396458464,319.5159606933594,51373400,Google,0.43333333333333335
Tesla raises full-year guidance after strong performance,2025-11-26,TSLA,636.6252677780955,637.2941320349476,630.5753884422047,632.5520629882812,15209500,Meta,0.43333333333333335
Tesla raises full-year guidance after strong performance,2025-11-26,TSLA,485.2025316262965,487.1979770584782,480.1041831621511,484.3943786621094,25709100,Microsoft,0.43333333333333335
Tesla raises full-year guidance after strong performance,2025-11-26,TSLA,181.6100638206842,182.8899220695924,178.22043661727494,180.24020385742188,183852000,Nvidia,0.43333333333333335
Tesla raises full-year guidance after strong performance,2025-11-26,TSLA,423.9500122070313,426.9400024414063,416.8900146484375,426.5799865722656,63463000,Tesla,0.43333333333333335
Apple revenue falls short of forecasts amid market slowdown,2025-11-28,AAPL,277.0008150112318,278.73917862681736,275.73198274965245,278.5893249511719,20135600,Apple,0.0
Apple revenue falls short of forecasts amid market slowdown,2025-11-28,AAPL,231.2400054931641,233.2899932861328,230.22000122070312,233.22000122070312,20292300,Amazon,0.0
Apple revenue falls short of forecasts amid market slowdown,2025-11-28,AAPL,322.9313108653273,326.40660086319315,316.3602507133552,319.7456359863281,26018600,Google,0.0
Apple revenue falls short of forecasts amid market slowdown,2025-11-28,AAPL,635.0179876534709,646.9679727244463,634.4389389877349,646.8681640625,11033200,Meta,0.0
Apple revenue falls short of forecasts amid market slowdown,2025-11-28,AAPL,486.489626354464,491.5081706450152,485.541777548382,490.88958740234375,14386700,Microsoft,0.0
Apple revenue falls short of forecasts amid market slowdown,2025-11-28,AAPL,178.99033405428943,179.2703020816569,176.48061521713345,176.98056030273438,121332800,Nvidia,0.0
Apple revenue falls short of forecasts amid market slowdown,2025-11-28,AAPL,426.5899963378906,432.9299926757813,426.2000122070313,430.1700134277344,36252900,Tesla,0.0
Apple beats revenue estimates for the third consecutive quarter,2025-11-28,AAPL,277.0008150112318,278.73917862681736,275.73198274965245,278.5893249511719,20135600,Apple,0.0
Apple beats revenue estimates for the third consecutive quarter,2025-11-28,AAPL,231.2400054931641,233.2899932861328,230.22000122070312,233.22000122070312,20292300,Amazon,0.0
Apple beats revenue estimates for the third consecutive quarter,2025-11-28,AAPL,322.9313108653273,326.40660086319315,316.3602507133552,319.7456359863281,26018600,Google,0.0
Apple beats revenue estimates for the third consecutive quarter,2025-11-28,AAPL,635.0179876534709,646.9679727244463,634.4389389877349,646.8681640625,11033200,Meta,0.0
Apple beats revenue estimates for the third consecutive quarter,2025-11-28,AAPL,486.489626354464,491.5081706450152,485.541777548382,490.88958740234375,14386700,Microsoft,0.0
Apple beats revenue estimates for the third consecutive quarter,2025-11-28,AAPL,178.99033405428943,179.2703020816569,176.48061521713345,176.98056030273438,121332800,Nvidia,0.0
Apple beats revenue estimates for the third consecutive quarter,2025-11-28,AAPL,426.5899963378906,432.9299926757813,426.2000122070313,430.1700134277344,36252900,Tesla,0.0
Apple CEO outlines growth strategy at investor conference,2025-11-28,AAPL,277.0008150112318,278.73917862681736,275.73198274965245,278.5893249511719,20135600,Apple,0.0
Apple CEO outlines growth strategy at investor conference,2025-11-28,AAPL,231.2400054931641,233.2899932861328,230.22000122070312,233.22000122070312,20292300,Amazon,0.0
Apple CEO outlines growth strategy at investor conference,2025-11-28,AAPL,322.9313108653273,326.40660086319315,316.3602507133552,319.7456359863281,26018600,Google,0.0
Apple CEO outlines growth strategy at investor conference,2025-11-28,AAPL,635.0179876534709,646.9679727244463,634.4389389877349,646.8681640625,11033200,Meta,0.0
Apple CEO outlines growth strategy at investor conference,2025-11-28,AAPL,486.489626354464,491.5081706450152,485.541777548382,490.88958740234375,14386700,Microsoft,0.0
Apple CEO outlines growth strategy at investor conference,2025-11-28,AAPL,178.99033405428943,179.2703020816569,176.48061521713345,176.98056030273438,121332800,Nvidia,0.0
Apple CEO outlines growth strategy at investor conference,2025-11-28,AAPL,426.5899963378906,432.9299926757813,426.2000122070313,430.1700134277344,36252900,Tesla,0.0
Analysts upgrade Amazon citing improving fundamentals,2025-11-28,AMZN,277.0008150112318,278.73917862681736,275.73198274965245,278.5893249511719,20135600,Apple,0.0
Analysts upgrade Amazon citing improving fundamentals,2025-11-28,AMZN,231.2400054931641,233.2899932861328,230.22000122070312,233.22000122070312,20292300,Amazon,0.0
Analysts upgrade Amazon citing improving fundamentals,2025-11-28,AMZN,322.9313108653273,326.40660086319315,316.3602507133552,319.7456359863281,26018600,Google,0.0
Analysts upgrade Amazon citing improving fundamentals,2025-11-28,AMZN,635.0179876534709,646.9679727244463,634.4389389877349,646.8681640625,11033200,Meta,0.0
Analysts upgrade Amazon citing improving fundamentals,2025-11-28,AMZN,486.489626354464,491.5081706450152,485.541777548382,490.88958740234375,14386700,Microsoft,0.0
Analysts upgrade Amazon citing improving fundamentals,2025-11-28,AMZN,178.99033405428943,179.2703020816569,176.48061521713345,176.98056030273438,121332800,Nvidia,0.0
Analysts upgrade Amazon citing improving fundamentals,2025-11-28,AMZN,426.5899963378906,432.9299926757813,426.2000122070313,430.1700134277344,36252900,Tesla,0.0
Amazon CEO outlines growth strategy at investor conference,2025-11-28,AMZN,277.0008150112318,278.73917862681736,275.73198274965245,278.5893249511719,20135600,Apple,0.0
Amazon CEO outlines growth strategy at investor conference,2025-11-28,AMZN,231.2400054931641,233.2899932861328,230.22000122070312,233.22000122070312,20292300,Amazon,0.0
Amazon CEO outlines growth strategy at investor conference,2025-11-28,AMZN,322.9313108653273,326.40660086319315,316.3602507133552,319.7456359863281,26018600,Google,0.0
Amazon CEO outlines growth strategy at investor conference,2025-11-28,AMZN,635.0179876534709,646.9679727244463,634.4389389877349,646.8681640625,11033200,Meta,0.0
Amazon CEO outlines growth strategy at investor conference,2025-11-28,AMZN,486.489626354464,491.5081706450152,485.541777548382,490.88958740234375,14386700,Microsoft,0.0
Amazon CEO outlines growth strategy at investor conference,2025-11-28,AMZN,178.99033405428943,179.2703020816569,176.48061521713345,176.98056030273438,121332800,Nvidia,0.0
Amazon CEO outlines growth strategy at investor conference,2025-11-28,AMZN,426.5899963378906,432.9299926757813,426.2000122070313,430.1700134277344,36252900,Tesla,0.0
Google stock under pressure after disappointing guidance,2025-11-28,GOOGL,277.0008150112318,278.73917862681736,275.73198274965245,278.5893249511719,20135600,Apple,-0.6
Google stock under pressure after disappointing guidance,2025-11-28,GOOGL,231.2400054931641,233.2899932861328,230.22000122070312,233.22000122070312,20292300,Amazon,-0.6
Google stock under pressure after disappointing guidance,2025-11-28,GOOGL,322.9313108653273,326.40660086319315,316.3602507133552,319.7456359863281,26018600,Google,-0.6
Google stock under pressure after disappointing guidance,2025-11-28,GOOGL,635.0179876534709,646.9679727244463,634.4389389877349,646.8681640625,11033200,Meta,-0.6
Google stock under pressure after disappointing guidance,2025-11-28,GOOGL,486.489626354464,491.5081706450152,485.541777548382,490.88958740234375,14386700,Microsoft,-0.6
Google stock under pressure after disappointing guidance,2025-11-28,GOOGL,178.99033405428943,179.2703020816569,176.48061521713345,176.98056030273438,121332800,Nvidia,-0.6
Google stock under pressure after disappointing guidance,2025-11-28,GOOGL,426.5899963378906,432.9299926757813,426.2000122070313,430.1700134277344,36252900,Tesla,-0.6
Google cuts workforce as part of restructuring plan,2025-11-28,GOOGL,277.0008150112318,278.73917862681736,275.73198274965245,278.5893249511719,20135600,Apple,0.0
Google cuts workforce as part of restructuring plan,2025-11-28,GOOGL,231.2400054931641,233.2899932861328,230.22000122070312,233.22000122070312,20292300,Amazon,0.0
Google cuts workforce as part of restructuring plan,2025-11-28,GOOGL,322.9313108653273,326.40660086319315,316.3602507133552,319.7456359863281,26018600,Google,0.0
Google cuts workforce as part of restructuring plan,2025-11-28,GOOGL,635.0179876534709,646.9679727244463,634.4389389877349,646.8681640625,11033200,Meta,0.0
Google cuts workforce as part of restructuring plan,2025-11-28,GOOGL,486.489626354464,491.5081706450152,485.541777548382,490.88958740234375,14386700,Microsoft,0.0
Google cuts workforce as part of restructuring plan,2025-11-28,GOOGL,178.99033405428943,179.2703020816569,176.48061521713345,176.98056030273438,121332800,Nvidia,0.0
Google cuts workforce as part of restructuring plan,2025-11-28,GOOGL,426.5899963378906,432.9299926757813,426.2000122070313,430.1700134277344,36252900,Tesla,0.0
Meta revenue falls short of forecasts amid market slowdown,2025-11-28,META,277.0008150112318,278.73917862681736,275.73198274965245,278.5893249511719,20135600,Apple,0.0
Meta revenue falls short of forecasts amid market slowdown,2025-11-28,META,231.2400054931641,233.2899932861328,230.22000122070312,233.22000122070312,20292300,Amazon,0.0
Meta revenue falls short of forecasts amid market slowdown,2025-11-28,META,322.9313108653273,326.40660086319315,316.3602507133552,319.7456359863281,26018600,Google,0.0
Meta revenue falls short of forecasts amid market slowdown,2025-11-28,META,635.0179876534709,646.9679727244463,634.4389389877349,646.8681640625,11033200,Meta,0.0
Meta revenue falls short of forecasts amid market slowdown,2025-11-28,META,486.489626354464,491.5081706450152,485.541777548382,490.88958740234375,14386700,Microsoft,0.0
Meta revenue falls short of forecasts amid market slowdown,2025-11-28,META,178.99033405428943,179.2703020816569,176.48061521713345,176.98056030273438,121332800,Nvidia,0.0
Meta revenue falls short of forecasts amid market slowdown,2025-11-28,META,426.5899963378906,432.9299926757813,426.2000122070313,430.1700134277344,36252900,Tesla,0.0
Meta launches new product line targeting enterprise customers,2025-11-28,META,277.0008150112318,278.73917862681736,275.73198274965245,278.5893249511719,20135600,Apple,0.13636363636363635
Meta launches new product line targeting enterprise customers,2025-11-28,META,231.2400054931641,233.2899932861328,230.22000122070312,233.22000122070312,20292300,Amazon,0.13636363636363635
Meta launches new product line targeting enterprise customers,2025-11-28,META,322.9313108653273,326.40660086319315,316.3602507133552,319.7456359863281,26018600,Google,0.13636363636363635
Meta launches new product line targeting enterprise customers,2025-11-28,META,635.0179876534709,646.9679727244463,634.4389389877349,646.8681640625,11033200,Meta,0.13636363636363635
Meta launches new product line targeting enterprise customers,2025-11-28,META,486.489626354464,491.5081706450152,485.541777548382,490.88958740234375,14386700,Microsoft,0.13636363636363635
Meta launches new product line targeting enterprise customers,2025-11-28,META,178.99033405428943,179.2703020816569,176.48061521713345,176.98056030273438,121332800,Nvidia,0.13636363636363635
Meta launches new product line targeting enterprise customers,2025-11-28,META,426.5899963378906,432.9299926757813,426.2000122070313,430.1700134277344,36252900,Tesla,0.13636363636363635
Meta revenue falls short of forecasts amid market slowdown,2025-11-28,META,277.0008150112318,278.73917862681736,275.73198274965245,278.5893249511719,20135600,Apple,0.0
Meta revenue falls short of forecasts amid market slowdown,2025-11-28,META,231.2400054931641,233.2899932861328,230.22000122070312,233.22000122070312,20292300,Amazon,0.0
Meta revenue falls short of forecasts amid market slowdown,2025-11-28,META,322.9313108653273,326.40660086319315,316.3602507133552,319.7456359863281,26018600,Google,0.0
Meta revenue falls short of forecasts amid market slowdown,2025-11-28,META,635.0179876534709,646.9679727244463,634.4389389877349,646.8681640625,11033200,Meta,0.0
Meta revenue falls short of forecasts amid market slowdown,2025-11-28,META,486.489626354464,491.5081706450152,485.541777548382,490.88958740234375,14386700,Microsoft,0.0
Meta revenue falls short of forecasts amid market slowdown,2025-11-28,META,178.99033405428943,179.2703020816569,176.48061521713345,176.98056030273438,121332800,Nvidia,0.0
Meta revenue falls short of forecasts amid market slowdown,2025-11-28,META,426.5899963378906,432.9299926757813,426.2000122070313,430.1700134277344,36252900,Tesla,0.0
"Microsoft reports strong quarterly earnings, beating analyst expectations",2025-11-28,MSFT,277.0008150112318,278.73917862681736,275.73198274965245,278.5893249511719,20135600,Apple,0.43333333333333335
"Microsoft reports strong quarterly earnings, beating analyst expectations",2025-11-28,MSFT,231.2400054931641,233.2899932861328,230.22000122070312,233.22000122070312,20292300,Amazon,0.43333333333333335
"Microsoft reports strong quarterly earnings, beating analyst expectations",2025-11-28,MSFT,322.9313108653273,326.40660086319315,316.3602507133552,319.7456359863281,26018600,Google,0.43333333333333335
"Microsoft reports strong quarterly earnings, beating analyst expectations",2025-11-28,MSFT,635.0179876534709,646.9679727244463,634.4389389877349,646.8681640625,11033200,Meta,0.43333333333333335
"Microsoft reports strong quarterly earnings, beating analyst expectations",2025-11-28,MSFT,486.489626354464,491.5081706450152,485.541777548382,490.88958740234375,14386700,Microsoft,0.43333333333333335
"Microsoft reports strong quarterly earnings, beating analyst expectations",2025-11-28,MSFT,178.99033405428943,179.2703020816569,176.48061521713345,176.98056030273438,121332800,Nvidia,0.43333333333333335
"Microsoft reports strong quarterly earnings, beating analyst expectations",2025-11-28,MSFT,426.5899963378906,432.9299926757813,426.2000122070313,430.1700134277344,36252900,Tesla,0.43333333333333335
Nvidia stock under pressure after disappointing guidance,2025-11-28,NVDA,277.0008150112318,278.73917862681736,275.73198274965245,278.5893249511719,20135600,Apple,-0.6
Nvidia stock under pressure after disappointing guidance,2025-11-28,NVDA,231.2400054931641,233.2899932861328,230.22000122070312,233.22000122070312,20292300,Amazon,-0.6
Nvidia stock under pressure after disappointing guidance,2025-11-28,NVDA,322.9313108653273,326.40660086319315,316.3602507133552,319.7456359863281,26018600,Google,-0.6
Nvidia stock under pressure after disappointing guidance,2025-11-28,NVDA,635.0179876534709,646.9679727244463,634.4389389877349,646.8681640625,11033200,Meta,-0.6
Nvidia stock under pressure after disappointing guidance,2025-11-28,NVDA,486.489626354464,491.5081706450152,485.541777548382,490.88958740234375,14386700,Microsoft,-0.6
Nvidia stock under pressure after disappointing guidance,2025-11-28,NVDA,178.99033405428943,179.2703020816569,176.48061521713345,176.98056030273438,121332800,Nvidia,-0.6
Nvidia stock under pressure after disappointing guidance,2025-11-28,NVDA,426.5899963378906,432.9299926757813,426.2000122070313,430.1700134277344,36252900,Tesla,-0.6
Nvidia beats revenue estimates for the third consecutive quarter,2025-11-28,NVDA,277.0008150112318,278.73917862681736,275.73198274965245,278.5893249511719,20135600,Apple,0.0
Nvidia beats revenue estimates for the third consecutive quarter,2025-11-28,NVDA,231.2400054931641,233.2899932861328,230.22000122070312,233.22000122070312,20292300,Amazon,0.0
Nvidia beats revenue estimates for the third consecutive quarter,2025-11-28,NVDA,322.9313108653273,326.40660086319315,316.3602507133552,319.7456359863281,26018600,Google,0.0
Nvidia beats revenue estimates for the third consecutive quarter,2025-11-28,NVDA,635.0179876534709,646.9679727244463,634.4389389877349,646.8681640625,11033200,Meta,0.0
Nvidia beats revenue estimates for the third consecutive quarter,2025-11-28,NVDA,486.489626354464,491.5081706450152,485.541777548382,490.88958740234375,14386700,Microsoft,0.0
Nvidia beats revenue estimates for the third consecutive quarter,2025-11-28,NVDA,178.99033405428943,179.2703020816569,176.48061521713345,176.98056030273438,121332800,Nvidia,0.0
Nvidia beats revenue estimates for the third consecutive quarter,2025-11-28,NVDA,426.5899963378906,432.9299926757813,426.2000122070313,430.1700134277344,36252900,Tesla,0.0
Nvidia revenue falls short of forecasts amid market slowdown,2025-11-28,NVDA,277.0008150112318,278.73917862681736,275.73198274965245,278.5893249511719,20135600,Apple,0.0
Nvidia revenue falls short of forecasts amid market slowdown,2025-11-28,NVDA,231.2400054931641,233.2899932861328,230.22000122070312,233.22000122070312,20292300,Amazon,0.0
Nvidia revenue falls short of forecasts amid market slowdown,2025-11-28,NVDA,322.9313108653273,326.40660086319315,316.3602507133552,319.7456359863281,26018600,Google,0.0
Nvidia revenue falls short of forecasts amid market slowdown,2025-11-28,NVDA,635.0179876534709,646.9679727244463,634.4389389877349,646.8681640625,11033200,Meta,0.0
Nvidia revenue falls short of forecasts amid market slowdown,2025-11-28,NVDA,486.489626354464,491.5081706450152,485.541777548382,490.88958740234375,14386700,Microsoft,0.0
Nvidia revenue falls short of forecasts amid market slowdown,2025-11-28,NVDA,178.99033405428943,179.2703020816569,176.48061521713345,176.98056030273438,121332800,Nvidia,0.0
Nvidia revenue falls short of forecasts amid market slowdown,2025-11-28,NVDA,426.5899963378906,432.9299926757813,426.2000122070313,430.1700134277344,36252900,Tesla,0.0
Tesla stock under pressure after disappointing guidance,2025-11-28,TSLA,277.0008150112318,278.73917862681736,275.73198274965245,278.5893249511719,20135600,Apple,-0.6
Tesla stock under pressure after disappointing guidance,2025-11-28,TSLA,231.2400054931641,233.2899932861328,230.22000122070312,233.22000122070312,20292300,Amazon,-0.6
Tesla stock under pressure after disappointing guidance,2025-11-28,TSLA,322.9313108653273,326.40660086319315,316.3602507133552,319.7456359863281,26018600,Google,-0.6
